electricity_usage_kWh,actual,forecast,discom_requisition,datetime,region,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations,hour,day_of_week,is_weekend,month,is_holiday,usage_lag_1h,usage_lag_24h,rolling_mean_3h,rolling_std_6h,usage_diff_1h,usage_pct_change_1h,season_Monsoon,season_Summer,season_Winter,day,year,weekday,is_peak_evening,rain_category,cloud_category,date,daily_mean_power,monthly_mean_power,rolling_24h_power,rolling_7d_power,lag_1h,lag_24h,daily_mean_temp,monthly_mean_temp,temp_dev_from_month,power_dev_from_month,Rainy_Heavy,Rainy_Partial,Cloudy,is_hot,is_cold,temp_power_corr_7d,consumption,temperature
6661,6661,6900,6716,2023-02-02,Vishakapatnam ,87.9,68.1,77.5,87.2,68.1,77.6,64.6,67.6,0.0,0,0.0,unknown,0,0,25.7,13.9,69.3,1012.9,28.4,4.0,228.7,19.7,8,10,2023-02-02T06:29:18,2023-02-02T17:52:10,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43149099999,43150099999,remote",0,3,0,2,0,6703,6810,7057.0,475.7247389,-42,-0.006265851,False,False,True,2,2023,3,0,No Rain,Partly Cloudy,2023-02-02,6661.0,7320.0,6661.0,6661.0,8284.0,8281.0,78.5,80.02222222222223,-2.5222222222222257,-659.0,0,0,0,1,0,0.0837966668634383,6661,77.5
6661,6661,6900,6716,2023-02-02,kurnool,90.8,68.3,78.2,89.1,68.3,77.9,59.8,56.2,0.0,0,0.0,unknown,0,0,19.7,8.3,69.5,1012.1,62.1,11.3,249.4,21.5,9,10,2023-02-02T06:47:40,2023-02-02T18:15:29,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43212099999,remote,43213099999",0,3,0,2,0,6661,6863,6976.333333,493.942165,0,0.0,False,False,True,2,2023,3,0,No Rain,Cloudy,2023-02-02,6661.0,7320.0,6661.0,6661.0,6661.0,8281.0,78.5,80.02222222222223,-1.8222222222222229,-659.0,0,0,1,1,0,0.0837966668634383,6661,78.2
6661,6661,6900,6716,2023-02-02,Guntur,89.6,70.1,78.8,90.3,70.1,79.1,64.3,63.4,0.0,0,0.0,unknown,0,0,16.8,8.1,65.7,1012.2,36.3,5.9,217.8,18.9,8,10,2023-02-02T06:38:43,2023-02-02T18:05:18,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999",0,3,0,2,0,6661,6767,6908.666667,496.6481838,0,0.0,False,False,True,2,2023,3,0,No Rain,Partly Cloudy,2023-02-02,6661.0,7320.0,6661.0,6661.0,6661.0,8281.0,78.5,80.02222222222223,-1.2222222222222283,-659.0,0,0,0,1,0,0.0837966668634383,6661,78.8
6661,6661,6900,6716,2023-02-02,Rajahmundry,90.1,71.0,78.9,89.7,71.0,79.1,64.9,64.7,0.0,0,0.0,unknown,0,0,19.9,9.2,76.7,1012.8,35.6,11.4,226.4,19.5,8,10,2023-02-02T06:34:15,2023-02-02T17:59:04,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43187099999,43189099999,remote",0,3,0,2,0,6661,6767,6850.0,486.6690224,0,0.0,False,False,True,2,2023,3,0,No Rain,Partly Cloudy,2023-02-02,6661.0,7320.0,6661.0,6661.0,6661.0,8281.0,78.5,80.02222222222223,-1.12222222222222,-659.0,0,0,0,1,0,0.0837966668634383,6661,78.9
6661,6661,6900,6716,2023-02-02,vijayawada,89.6,70.1,79.1,90.3,70.1,79.3,64.0,62.5,0.0,0,0.0,unknown,0,0,17.0,8.1,69.0,1012.3,31.6,5.7,215.1,18.7,8,10,2023-02-02T06:38:15,2023-02-02T18:04:16,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999",0,3,0,2,0,6661,6727,6798.0,476.7487717,0,0.0,False,False,True,2,2023,3,0,No Rain,Partly Cloudy,2023-02-02,6661.0,7320.0,6661.0,6661.0,6661.0,8281.0,78.5,80.02222222222223,-0.9222222222222314,-659.0,0,0,0,1,0,0.0837966668634383,6661,79.1
6822,6822,6810,6696,2023-02-03,Vishakapatnam ,85.1,68.1,76.3,86.5,68.1,76.6,65.4,71.8,0.0,0,0.0,unknown,0,0,20.4,15.0,85.6,1013.5,15.0,2.8,236.8,20.2,8,10,2023-02-03T06:29:01,2023-02-03T17:52:41,0.42,Clear,Clear conditions throughout the day.,clear-day,"43149099999,43150099999,remote",0,4,0,2,0,6852,6661,7115.75,467.0378363,-30,-0.004378284,False,False,True,3,2023,4,0,No Rain,Clear,2023-02-03,6822.0,7320.0,6687.833333333333,6687.833333333333,6661.0,8281.0,78.1,80.02222222222223,-3.722222222222229,-498.0,0,0,0,1,0,0.0837966668634383,6822,76.3
6822,6822,6810,6696,2023-02-03,vijayawada,87.8,71.1,78.8,90.3,71.1,79.3,66.0,67.5,0.0,0,0.0,unknown,0,0,19.0,9.2,80.2,1012.8,17.1,4.6,221.1,19.1,8,10,2023-02-03T06:38:00,2023-02-03T18:04:45,0.42,Clear,Clear conditions throughout the day.,clear-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999",0,4,0,2,0,6822,6705,7045.833333,482.3107405,0,0.0,False,False,True,3,2023,4,0,No Rain,Clear,2023-02-03,6822.0,7320.0,6707.0,6707.0,6822.0,8281.0,78.1,80.02222222222223,-1.2222222222222283,-498.0,0,0,0,1,0,-0.4591998322971781,6822,78.8
6822,6822,6810,6696,2023-02-03,kurnool,90.6,66.5,78.1,89.5,66.5,77.7,59.4,56.0,0.0,0,0.0,unknown,0,0,18.1,7.2,71.6,1012.7,11.4,11.3,247.2,21.3,9,10,2023-02-03T06:47:26,2023-02-03T18:15:57,0.42,Clear,Clear conditions throughout the day.,clear-day,"43212099999,remote,43213099999",0,4,0,2,0,6822,6687,6998.916667,479.742949,0,0.0,False,False,True,3,2023,4,0,No Rain,Clear,2023-02-03,6822.0,7320.0,6721.375,6721.375,6822.0,8281.0,78.1,80.02222222222223,-1.922222222222232,-498.0,0,0,0,1,0,-0.5651055817916941,6822,78.1
6822,6822,6810,6696,2023-02-03,Guntur,87.8,70.6,78.6,90.3,70.6,79.2,66.5,68.9,0.0,0,0.0,unknown,0,0,16.6,9.2,75.9,1012.8,16.9,4.8,218.6,18.8,8,10,2023-02-03T06:38:28,2023-02-03T18:05:47,0.42,Clear,Clear conditions throughout the day.,clear-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999",0,4,0,2,0,6822,6666,6954.75,462.7973525,0,0.0,False,False,True,3,2023,4,0,No Rain,Clear,2023-02-03,6822.0,7320.0,6732.555555555556,6732.555555555556,6822.0,8281.0,78.1,80.02222222222223,-1.4222222222222314,-498.0,0,0,0,1,0,-0.5443397414967519,6822,78.6
6822,6822,6810,6696,2023-02-03,Rajahmundry,90.1,71.1,78.7,90.1,71.1,79.2,66.8,69.5,0.0,0,0.0,unknown,0,0,19.0,9.4,82.7,1013.4,19.9,11.5,235.7,20.4,8,10,2023-02-03T06:34:00,2023-02-03T17:59:34,0.42,Clear,Clear conditions throughout the day.,clear-day,"43187099999,43189099999,remote",0,4,0,2,0,6822,6657,6919.75,443.8285489,0,0.0,False,False,True,3,2023,4,0,No Rain,Clear,2023-02-03,6822.0,7320.0,6741.5,6741.5,6822.0,8281.0,78.1,80.02222222222223,-1.3222222222222229,-498.0,0,0,0,1,0,-0.4579693091699111,6822,78.7
6821,6821,6861,6680,2023-02-04,Vishakapatnam ,87.9,64.5,75.1,86.3,64.5,74.9,61.3,67.3,0.0,0,0.0,unknown,0,0,17.7,11.4,107.3,1012.4,0.0,3.2,239.8,20.8,8,10,2023-02-04T06:28:43,2023-02-04T17:53:12,0.45,Clear,Clear conditions throughout the day.,clear-day,"43149099999,43150099999,remote",0,5,1,2,0,6821,6756,6953.5,450.9557242,0,0.0,False,False,True,4,2023,5,0,No Rain,Clear,2023-02-04,6821.0,7320.0,6768.0,6768.0,6821.0,8281.0,78.28,80.02222222222223,-4.922222222222231,-499.0,0,0,0,1,0,-0.3697283281881988,6821,75.1
6821,6821,6861,6680,2023-02-04,vijayawada,89.6,70.6,79.0,92.3,70.6,79.6,67.6,71.2,0.0,0,0.0,unknown,0,0,16.1,6.9,95.6,1011.8,8.3,6.3,244.1,21.0,9,10,2023-02-04T06:37:43,2023-02-04T18:05:14,0.45,Clear,Clear conditions throughout the day.,clear-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999",0,5,1,2,0,6821,6823,7042.916667,482.1005048,0,0.0,False,False,True,4,2023,5,0,No Rain,Clear,2023-02-04,6821.0,7320.0,6759.846153846154,6759.846153846154,6821.0,8281.0,78.28,80.02222222222223,-1.0222222222222257,-499.0,0,0,0,1,0,0.3413122950577185,6821,79.0
6821,6821,6861,6680,2023-02-04,kurnool,93.8,69.7,80.1,91.6,69.7,79.8,60.3,54.4,0.0,0,0.0,unknown,0,0,15.7,5.4,76.7,1011.5,1.8,11.8,248.9,21.4,9,10,2023-02-04T06:47:11,2023-02-04T18:16:25,0.45,Clear,Clear conditions throughout the day.,clear-day,"43212099999,remote,43213099999",0,5,1,2,0,6821,6773,6997.166667,467.9021327,0,0.0,False,False,True,4,2023,5,0,No Rain,Clear,2023-02-04,6821.0,7320.0,6764.214285714285,6764.214285714285,6821.0,8281.0,78.28,80.02222222222223,0.0777777777777686,-499.0,0,0,0,1,0,0.1662061697658358,6821,80.1
6821,6821,6861,6680,2023-02-04,Guntur,89.6,71.1,79.2,92.3,71.1,79.9,68.0,71.3,0.0,0,0.0,unknown,0,0,14.3,6.9,96.5,1011.8,8.4,6.5,243.4,21.2,9,10,2023-02-04T06:38:12,2023-02-04T18:06:16,0.45,Clear,Clear conditions throughout the day.,clear-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999",0,5,1,2,0,6857,6822,7171.333333,470.2147964,-36,-0.005250109,False,False,True,4,2023,5,0,No Rain,Clear,2023-02-04,6821.0,7320.0,6748.727272727273,6748.727272727273,6822.0,8281.0,78.28,80.02222222222223,-0.8222222222222229,-499.0,0,0,0,1,0,0.0394405319481081,6821,79.2
6821,6821,6861,6680,2023-02-04,Rajahmundry,91.3,69.5,78.0,90.6,69.5,78.3,65.7,69.4,0.0,0,0.0,unknown,0,0,17.4,8.7,89.1,1012.4,3.3,11.4,242.9,21.0,9,10,2023-02-04T06:33:43,2023-02-04T18:00:04,0.45,Clear,Clear conditions throughout the day.,clear-day,"43187099999,43189099999,remote",0,5,1,2,0,6821,6823,7101.666667,486.0575203,0,0.0,False,False,True,4,2023,5,0,No Rain,Clear,2023-02-04,6821.0,7320.0,6754.75,6754.75,6821.0,8281.0,78.28,80.02222222222223,-2.0222222222222257,-499.0,0,0,0,1,0,0.1139243771276447,6821,78.0
6843,6843,6822,6731,2023-02-05,Guntur,87.8,69.8,78.5,89.4,69.8,79.5,68.0,72.5,0.0,0,0.0,unknown,0,0,14.5,6.9,112.4,1011.3,6.0,5.9,244.4,21.3,9,10,2023-02-05T06:37:55,2023-02-05T18:06:44,0.5,Clear,Clear conditions throughout the day.,clear-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999",0,6,1,2,0,6858,6821,7215.25,444.8422208,-15,-0.002187227,False,False,True,5,2023,6,0,No Rain,Clear,2023-02-05,6843.0,7320.0,6772.6875,6772.6875,6821.0,8281.0,77.76,80.02222222222223,-1.5222222222222257,-477.0,0,0,0,1,0,0.0402405363823039,6843,78.5
6843,6843,6822,6731,2023-02-05,Rajahmundry,91.3,67.4,77.2,89.4,67.4,77.4,64.5,68.6,0.0,0,0.0,unknown,0,0,19.2,9.4,97.2,1012.0,11.7,11.5,246.3,21.2,9,10,2023-02-05T06:33:25,2023-02-05T18:00:33,0.5,Clear,Clear conditions throughout the day.,clear-day,"43187099999,43189099999,remote",0,6,1,2,0,6843,6879,7144.75,465.51925,0,0.0,False,False,True,5,2023,6,0,No Rain,Clear,2023-02-05,6843.0,7320.0,6776.823529411765,6776.823529411765,6843.0,8281.0,77.76,80.02222222222223,-2.822222222222223,-477.0,0,0,0,1,0,-0.1285789504336594,6843,77.2
6843,6843,6822,6731,2023-02-05,vijayawada,87.8,69.8,78.4,89.4,69.8,79.4,67.6,71.7,0.0,0,0.0,unknown,0,0,15.9,6.9,110.0,1011.4,5.8,5.7,245.6,21.4,9,10,2023-02-05T06:37:26,2023-02-05T18:05:43,0.5,Clear,Clear conditions throughout the day.,clear-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999",0,6,1,2,0,6843,6821,7082.916667,471.6824574,0,0.0,False,False,True,5,2023,6,0,No Rain,Clear,2023-02-05,6843.0,7320.0,6780.5,6780.5,6843.0,8281.0,77.76,80.02222222222223,-1.62222222222222,-477.0,0,0,0,1,0,-0.6019083298291722,6843,78.4
6843,6843,6822,6731,2023-02-05,kurnool,92.6,70.1,80.7,91.0,70.1,80.3,60.2,53.0,0.0,0,0.0,unknown,0,0,13.4,4.9,74.0,1010.8,6.0,11.3,254.2,22.0,9,10,2023-02-05T06:46:54,2023-02-05T18:16:53,0.5,Clear,Clear conditions throughout the day.,clear-day,"43212099999,remote,43213099999",0,6,1,2,0,6843,6801,7033.5,461.2658367,0,0.0,False,False,True,5,2023,6,0,No Rain,Clear,2023-02-05,6843.0,7320.0,6783.789473684211,6783.789473684211,6843.0,8281.0,77.76,80.02222222222223,0.6777777777777771,-477.0,0,0,0,1,0,-0.1758064849644454,6843,80.7
6843,6843,6822,6731,2023-02-05,Vishakapatnam ,87.1,60.9,74.0,88.6,60.9,73.9,62.1,71.2,0.0,0,0.0,unknown,0,0,17.4,12.8,120.2,1012.1,0.8,2.6,241.6,20.8,9,10,2023-02-05T06:28:24,2023-02-05T17:53:42,0.5,Clear,Clear conditions throughout the day.,clear-day,"4,31,49,09,99,99,43,15,00,00,000",0,6,1,2,0,6843,6767,6985.333333,445.2328144,0,0.0,False,False,True,5,2023,6,0,No Rain,Clear,2023-02-05,6843.0,7320.0,6786.75,6786.75,6843.0,8281.0,77.76,80.02222222222223,-6.022222222222226,-477.0,0,0,0,1,0,-0.1977373954950881,6843,74.0
6753,6753,6871,6802,2023-02-06,Vishakapatnam ,86.1,64.5,75.5,88.6,64.5,76.0,65.5,74.7,0.0,0,0.0,unknown,0,0,16.3,11.4,110.9,1012.3,8.7,3.3,242.5,21.0,9,10,2023-02-06T06:28:04,2023-02-06T17:54:12,0.52,Clear,Clear conditions throughout the day.,clear-day,"43149099999,43150099999,remote",0,0,0,2,0,6726,6843,7042.0,372.9469573,27,0.004014273,False,False,True,6,2023,0,0,No Rain,Clear,2023-02-06,6753.0,7320.0,6785.142857142857,6785.142857142857,6843.0,8281.0,77.97999999999999,80.02222222222223,-4.522222222222226,-567.0,0,0,0,1,0,0.3759607528313423,6753,75.5
6753,6753,6871,6802,2023-02-06,kurnool,93.5,71.1,81.1,91.2,71.1,80.4,59.5,51.5,0.0,0,0.0,unknown,0,0,17.9,7.2,116.3,1011.0,30.1,11.3,257.5,22.1,9,10,2023-02-06T06:46:37,2023-02-06T18:17:19,0.52,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"43212099999,remote,43213099999",0,0,0,2,0,6753,6840,6985.333333,388.1848413,0,0.0,False,False,True,6,2023,0,0,No Rain,Partly Cloudy,2023-02-06,6753.0,7320.0,6783.681818181818,6783.681818181818,6753.0,8281.0,77.97999999999999,80.02222222222223,1.0777777777777686,-567.0,0,0,0,1,0,-0.1018614118517918,6753,81.1
6753,6753,6871,6802,2023-02-06,Rajahmundry,90.6,67.0,77.3,90.7,67.0,77.8,65.4,69.9,0.0,0,0.0,unknown,0,0,13.6,7.4,107.9,1012.4,19.0,11.4,246.5,21.2,9,10,2023-02-06T06:33:05,2023-02-06T18:01:01,0.52,Clear,Clear conditions throughout the day.,clear-day,"43187099999,43189099999,remote",0,0,0,2,0,6753,6857,6935.583333,386.8038487,0,0.0,False,False,True,6,2023,0,0,No Rain,Clear,2023-02-06,6753.0,7320.0,6782.347826086957,6782.347826086957,6753.0,8281.0,77.97999999999999,80.02222222222223,-2.7222222222222285,-567.0,0,0,0,1,0,-0.0811058796433006,6753,77.3
6753,6753,6871,6802,2023-02-06,Guntur,87.6,69.8,78.1,89.7,69.8,79.1,68.7,74.7,0.0,0,0.0,unknown,0,0,13.6,5.8,119.5,1011.7,26.6,5.7,243.7,21.2,9,10,2023-02-06T06:37:37,2023-02-06T18:07:11,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999",0,0,0,2,0,6753,6846,6892.833333,371.4537442,0,0.0,False,False,True,6,2023,0,0,No Rain,Partly Cloudy,2023-02-06,6753.0,7320.0,6781.125,6781.125,6753.0,8281.0,77.97999999999999,80.02222222222223,-1.922222222222232,-567.0,0,0,0,1,0,-0.0623446027553356,6753,78.1
6753,6753,6871,6802,2023-02-06,vijayawada,87.7,69.2,77.9,91.9,69.2,78.9,68.3,74.2,0.0,0,0.0,unknown,0,0,14.1,6.0,114.2,1011.8,28.0,5.4,241.9,21.0,9,10,2023-02-06T06:37:08,2023-02-06T18:06:11,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999",0,0,0,2,0,6753,6815,6852.416667,357.1080704,0,0.0,False,False,True,6,2023,0,0,No Rain,Partly Cloudy,2023-02-06,6753.0,7320.0,6784.958333333333,6780.0,6753.0,6661.0,77.97999999999999,80.02222222222223,-2.12222222222222,-567.0,0,0,0,1,0,-0.1199923816772384,6753,77.9
6983,6983,6821,6874,2023-02-07,Rajahmundry,91.3,68.6,78.3,92.3,68.6,78.9,66.9,71.3,0.0,0,0.0,unknown,0,0,17.2,9.8,148.2,1011.8,25.9,11.4,245.0,21.0,9,10,2023-02-07T06:32:45,2023-02-07T18:01:29,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43187099999,43189099999,remote",0,1,0,2,0,6983,6622,7140.333333,467.6674756,0,0.0,False,False,True,7,2023,1,0,No Rain,Partly Cloudy,2023-02-07,6983.0,7320.0,6845.333333333333,6813.833333333333,6983.0,6822.0,78.5,80.02222222222223,-1.7222222222222283,-337.0,0,0,0,1,0,-0.0987878416896366,6983,78.3
6983,6983,6821,6874,2023-02-07,Vishakapatnam ,86.8,66.3,76.3,90.4,66.3,77.0,67.1,76.0,0.0,0,0.0,unknown,0,0,20.1,10.3,215.7,1011.8,15.8,3.0,239.2,20.7,8,10,2023-02-07T06:27:42,2023-02-07T17:54:41,0.55,Clear,Clear conditions throughout the day.,clear-day,"43149099999,43150099999,remote",0,1,0,2,0,6983,6689,7246.666667,483.7577772,0,0.0,False,False,True,7,2023,1,0,No Rain,Clear,2023-02-07,6983.0,7320.0,6825.208333333333,6801.75,6983.0,6661.0,78.5,80.02222222222223,-3.722222222222229,-337.0,0,0,0,1,0,-0.1863188522796545,6983,76.3
6983,6983,6821,6874,2023-02-07,Guntur,87.8,69.7,78.4,91.4,69.7,79.8,69.5,76.2,0.0,0,0.0,unknown,0,0,16.6,6.9,146.1,1011.0,19.6,5.4,244.0,21.2,9,10,2023-02-07T06:37:18,2023-02-07T18:07:38,0.55,Clear,Clear conditions throughout the day.,clear-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999",0,1,0,2,0,6983,6691,7190.583333,475.888001,0,0.0,False,False,True,7,2023,1,0,No Rain,Clear,2023-02-07,6983.0,7320.0,6838.625,6808.0,6983.0,6661.0,78.5,80.02222222222223,-1.62222222222222,-337.0,0,0,0,1,0,-0.3391884329028823,6983,78.4
6983,6983,6821,6874,2023-02-07,kurnool,93.5,71.7,81.1,93.4,71.7,81.2,61.6,53.6,0.0,0,0.0,unknown,0,0,17.0,8.1,137.9,1010.4,58.7,11.3,253.5,22.0,9,10,2023-02-07T06:46:18,2023-02-07T18:17:46,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43212099999,remote,43213099999",0,1,0,2,0,7018,6753,7393.166667,455.7875093,-35,-0.004987176,False,False,True,7,2023,1,0,No Rain,Partly Cloudy,2023-02-07,6983.0,7320.0,6798.375,6787.807692307692,6753.0,6661.0,78.5,80.02222222222223,1.0777777777777686,-337.0,0,0,0,1,0,0.2755906017335449,6983,81.1
6983,6983,6821,6874,2023-02-07,vijayawada,87.9,69.3,78.4,91.4,69.3,79.7,69.1,75.4,0.0,0,0.0,unknown,0,0,16.1,6.9,143.1,1011.1,17.6,5.2,242.8,21.1,9,10,2023-02-07T06:36:48,2023-02-07T18:06:38,0.55,Clear,Clear conditions throughout the day.,clear-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999",0,1,0,2,0,6983,6735,7314.5,476.7004631,0,0.0,False,False,True,7,2023,1,0,No Rain,Clear,2023-02-07,6983.0,7320.0,6811.791666666667,6795.037037037037,6983.0,6661.0,78.5,80.02222222222223,-1.62222222222222,-337.0,0,0,0,1,0,0.1722500183871676,6983,78.4
7106,7106,7053,7005,2023-02-08,Guntur,89.6,71.2,79.3,93.5,71.2,80.8,69.7,74.2,0.0,0,0.0,unknown,0,0,16.8,5.6,145.4,1011.3,22.4,5.4,243.4,21.2,9,10,2023-02-08T06:36:57,2023-02-08T18:08:05,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999",0,2,0,2,0,7126,6983,7393.25,442.8540158,-20,-0.002806624,False,False,True,8,2023,2,0,No Rain,Partly Cloudy,2023-02-08,7106.0,7320.0,6857.166666666667,6823.258064516129,6983.0,6822.0,79.26,80.02222222222223,-0.7222222222222285,-214.0,0,0,0,1,0,0.2612440634111318,7106,79.3
7106,7106,7053,7005,2023-02-08,Rajahmundry,92.2,69.0,78.8,94.0,69.0,79.9,68.1,72.5,0.0,0,0.0,unknown,0,0,20.6,9.8,139.2,1011.9,43.5,11.4,245.8,21.1,9,10,2023-02-08T06:32:24,2023-02-08T18:01:57,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43187099999,43189099999,remote",0,2,0,2,0,7106,7043,7330.083333,456.0513177,0,0.0,False,False,True,8,2023,2,0,No Rain,Partly Cloudy,2023-02-08,7106.0,7320.0,6869.0,6832.09375,7106.0,6822.0,79.26,80.02222222222223,-1.2222222222222283,-214.0,0,0,0,1,0,0.1880740355388102,7106,78.8
7106,7106,7053,7005,2023-02-08,vijayawada,89.6,71.2,79.3,93.5,71.2,80.7,69.5,73.9,0.0,0,0.0,unknown,0,0,16.8,5.4,138.5,1011.3,22.8,5.2,243.6,21.2,9,10,2023-02-08T06:36:28,2023-02-08T18:07:05,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999",0,2,0,2,0,7106,7004,7276.333333,454.3841807,0,0.0,False,False,True,8,2023,2,0,No Rain,Partly Cloudy,2023-02-08,7106.0,7320.0,6880.833333333333,6840.393939393939,7106.0,6822.0,79.26,80.02222222222223,-0.7222222222222285,-214.0,0,0,0,1,0,0.2172446857950799,7106,79.3
7106,7106,7053,7005,2023-02-08,kurnool,93.5,71.7,81.7,92.1,71.7,81.6,61.2,52.8,0.0,0,0.0,unknown,0,0,16.1,6.5,90.6,1010.7,39.1,11.3,256.2,22.0,9,10,2023-02-08T06:45:59,2023-02-08T18:18:12,0.59,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"43212099999,remote,43213099999",0,2,0,2,0,7106,6985,7235.0,438.5422162,0,0.0,False,False,True,8,2023,2,0,No Rain,Partly Cloudy,2023-02-08,7106.0,7320.0,6892.666666666667,6848.205882352941,7106.0,6822.0,79.26,80.02222222222223,1.6777777777777771,-214.0,0,0,0,1,0,0.1932747589571536,7106,81.7
7106,7106,7053,7005,2023-02-08,Vishakapatnam ,87.2,68.1,77.2,97.1,68.1,79.4,71.1,82.8,0.0,0,0.0,unknown,0,0,21.0,10.3,198.3,1011.9,31.3,2.0,234.1,20.2,8,10,2023-02-08T06:27:20,2023-02-08T17:55:10,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"4,31,49,09,99,99,43,15,00,00,000",0,2,0,2,0,7106,6961,7198.25,418.7625642,0,0.0,False,False,True,8,2023,2,0,No Rain,Partly Cloudy,2023-02-08,7106.0,7320.0,6904.541666666667,6855.571428571428,7106.0,6821.0,79.26,80.02222222222223,-2.822222222222223,-214.0,0,0,0,1,0,-0.1543354931460228,7106,77.2
7153,7153,7183,7004,2023-02-09,Guntur,90.3,69.8,79.6,93.5,69.8,81.1,69.1,72.4,0.0,0,0.0,unknown,0,0,18.8,6.3,156.8,1011.8,34.4,5.4,248.2,21.6,9,10,2023-02-09T06:36:36,2023-02-09T18:08:31,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOBZ,43185099999,43220099999,43182099999,remote,43181099999",0,3,0,2,0,7143,7106,7531.5,425.6063173,10,0.001399972,False,False,True,9,2023,3,0,No Rain,Partly Cloudy,2023-02-09,7153.0,7320.0,6918.375,6863.833333333333,7106.0,6821.0,79.84,80.02222222222223,-0.4222222222222314,-167.0,0,0,0,1,0,0.2696573672524882,7153,79.6
7153,7153,7183,7004,2023-02-09,Rajahmundry,92.7,70.4,79.7,94.4,70.4,80.5,67.9,70.4,0.0,0,0.0,unknown,0,0,21.7,10.5,142.4,1012.3,44.2,11.3,239.9,20.7,9,10,2023-02-09T06:32:01,2023-02-09T18:02:24,0.62,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"43187099999,43189099999,remote",0,3,0,2,0,7153,7092,7458.416667,445.6864251,0,0.0,False,False,True,9,2023,3,0,No Rain,Partly Cloudy,2023-02-09,7153.0,7320.0,6932.208333333333,6871.648648648648,7153.0,6821.0,79.84,80.02222222222223,-0.3222222222222228,-167.0,0,0,0,1,0,0.1429425168987942,7153,79.7
7153,7153,7183,7004,2023-02-09,vijayawada,91.0,69.8,79.6,94.4,69.8,81.1,69.0,72.2,0.0,0,0.0,unknown,0,0,19.7,6.3,154.6,1011.8,32.4,5.2,246.5,21.3,9,10,2023-02-09T06:36:06,2023-02-09T18:07:31,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOBZ,43185099999,43220099999,43182099999,remote,43181099999",0,3,0,2,0,7153,7014,7396.833333,451.0877012,0,0.0,False,False,True,9,2023,3,0,No Rain,Partly Cloudy,2023-02-09,7153.0,7320.0,6946.041666666667,6879.052631578948,7153.0,6821.0,79.84,80.02222222222223,-0.4222222222222314,-167.0,0,0,0,1,0,0.1536614949383817,7153,79.6
7153,7153,7183,7004,2023-02-09,kurnool,95.3,71.7,81.9,93.1,71.7,81.5,60.5,51.7,0.0,0,0.0,unknown,0,0,16.3,6.3,82.5,1011.6,18.9,11.8,258.6,22.3,9,10,2023-02-09T06:45:38,2023-02-09T18:18:37,0.62,Clear,Clear conditions throughout the day.,clear-day,"43212099999,remote,43213099999",0,3,0,2,0,7153,7028,7344.833333,443.5648552,0,0.0,False,False,True,9,2023,3,0,No Rain,Clear,2023-02-09,7153.0,7320.0,6959.875,6886.076923076923,7153.0,6821.0,79.84,80.02222222222223,1.87777777777778,-167.0,0,0,0,1,0,0.2695778514935407,7153,81.9
