electricity_usage_kWh,actual,forecast,discom_requisition,datetime,region,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations,hour,day_of_week,is_weekend,month,is_holiday,usage_lag_1h,usage_lag_24h,rolling_mean_3h,rolling_std_6h,usage_diff_1h,usage_pct_change_1h,season_Monsoon,season_Summer,season_Winter,day,year,weekday,is_peak_evening,rain_category,cloud_category,date,daily_mean_power,monthly_mean_power,rolling_24h_power,rolling_7d_power,lag_1h,lag_24h,daily_mean_temp,monthly_mean_temp,temp_dev_from_month,power_dev_from_month,Rainy_Heavy,Rainy_Partial,Cloudy,is_hot,is_cold,temp_power_corr_7d,consumption,temperature
7350,7350,8131,8497,2023-07-19,Rajahmundry,84.5,77.5,80.0,95.3,77.5,83.2,75.4,86.1,0.015,100,4.17,rain,0,0,39.4,15.4,251.0,999.6,98.8,9.9,115.8,10.1,5,10,2023-07-19T05:38:39,2023-07-19T18:39:40,0.05,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"43187099999,43189099999,remote",0,2,0,7,0,7350,8074,7607.833333,266.0535218,0,0.0,True,False,False,19,2023,2,0,Light Rain,Cloudy,2023-07-19,7350.0,8039.032258064516,8209.0,8828.392857142857,7350.0,7958.0,80.08,83.79032258064517,-3.7903225806451672,-689.0322580645161,0,1,1,1,0,0.2529674629546384,7350,80.0
7350,7350,8131,8497,2023-07-19,vijayawada,82.5,77.0,79.9,90.1,77.0,83.5,75.5,86.7,0.129,100,8.33,rain,0,0,35.1,13.9,251.9,1000.1,98.7,5.7,127.8,11.2,5,10,2023-07-19T05:44:02,2023-07-19T18:43:29,0.05,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999",0,2,0,7,0,7350,8005,7555.0,281.5448808,0,0.0,True,False,False,19,2023,2,0,Light Rain,Cloudy,2023-07-19,7350.0,8039.032258064516,8183.666666666667,8811.220238095239,7350.0,7958.0,80.08,83.79032258064517,-3.8903225806451616,-689.0322580645161,0,1,1,1,0,0.3057128557236289,7350,79.9
7350,7350,8131,8497,2023-07-19,kurnool,80.9,74.9,77.4,86.7,74.9,78.1,73.2,87.0,0.134,100,8.33,rain,0,0,29.5,15.7,260.7,1003.1,98.3,8.5,52.8,4.6,2,10,2023-07-19T05:55:31,2023-07-19T18:52:39,0.05,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"43212099999,remote,43213099999",0,2,0,7,0,7350,7986,7511.166667,294.7547126,0,0.0,True,False,False,19,2023,2,0,Light Rain,Cloudy,2023-07-19,7350.0,8039.032258064516,8158.333333333333,8793.369047619048,7350.0,7958.0,80.08,83.79032258064517,-6.390322580645162,-689.0322580645161,0,1,1,1,0,0.334187082270388,7350,77.4
7350,7350,8131,8497,2023-07-19,Vishakapatnam ,93.3,77.1,83.0,107.8,77.1,89.2,76.5,82.0,0.118,100,4.17,rain,0,0,37.4,18.6,233.2,997.4,89.6,4.0,188.6,16.4,7,10,2023-07-19T05:31:27,2023-07-19T18:35:00,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"43149099999,43150099999,remote",0,2,0,7,0,7350,7945,7473.916667,303.2666086,0,0.0,True,False,False,19,2023,2,0,Light Rain,Cloudy,2023-07-19,7350.0,8039.032258064516,8120.666666666667,8775.517857142857,7350.0,8254.0,80.08,83.79032258064517,-0.7903225806451672,-689.0322580645161,0,1,1,1,0,0.0759434333125538,7350,83.0
7363,7363,8311,7870,2023-07-20,Vishakapatnam ,89.7,80.5,83.5,102.8,86.2,91.8,76.1,78.9,0.0,0,0.0,rain,0,0,30.9,15.0,230.2,997.4,86.3,3.1,111.2,9.6,5,30,2023-07-20T05:31:47,2023-07-20T18:34:47,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"4,31,49,09,99,99,43,15,00,00,000",0,3,0,7,0,7390,7350,7732.833333,301.7114468,-27,-0.003653586,True,False,False,20,2023,3,0,No Rain,Cloudy,2023-07-20,7363.0,8039.032258064516,8083.541666666667,8757.744047619048,7350.0,8254.0,80.4,83.79032258064517,-0.2903225806451672,-676.0322580645161,0,0,1,1,0,-0.2301096468830754,7363,83.5
7363,7363,8311,7870,2023-07-20,kurnool,81.8,74.6,76.9,86.8,74.6,77.1,72.8,87.3,0.338,100,16.67,rain,0,0,35.3,15.9,261.5,1003.0,98.7,10.5,58.6,5.0,4,10,2023-07-20T05:55:49,2023-07-20T18:52:28,0.08,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"43212099999,remote,43213099999",0,3,0,7,0,7363,7320,7668.416667,322.0755042,0,0.0,True,False,False,20,2023,3,0,Light Rain,Cloudy,2023-07-20,7363.0,8039.032258064516,8046.416666666667,8739.970238095239,7363.0,8254.0,80.4,83.79032258064517,-6.890322580645162,-676.0322580645161,0,1,1,1,0,0.0234064482209045,7363,76.9
7363,7363,8311,7870,2023-07-20,Guntur,83.9,78.8,80.6,92.9,78.8,84.8,75.6,84.9,0.024,100,8.33,rain,0,0,37.4,13.9,255.6,1000.1,97.5,6.1,119.5,10.2,4,10,2023-07-20T05:45:28,2023-07-20T18:43:41,0.08,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999",0,3,0,7,0,7363,7280,7614.333333,340.942489,0,0.0,True,False,False,20,2023,3,0,Light Rain,Cloudy,2023-07-20,7363.0,8039.032258064516,8009.291666666667,8722.19642857143,7363.0,8254.0,80.4,83.79032258064517,-3.190322580645173,-676.0322580645161,0,1,1,1,0,0.0550518338918168,7363,80.6
7363,7363,8311,7870,2023-07-20,Rajahmundry,83.4,78.7,80.9,92.0,78.7,85.2,75.3,83.2,0.049,100,4.17,rain,0,0,29.1,14.8,252.9,999.6,99.1,9.2,94.2,8.2,3,10,2023-07-20T05:38:58,2023-07-20T18:39:28,0.08,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"43187099999,43189099999,remote",0,3,0,7,0,7363,7260,7567.083333,356.9631573,0,0.0,True,False,False,20,2023,3,0,Light Rain,Cloudy,2023-07-20,7363.0,8039.032258064516,7972.166666666667,8703.589285714286,7363.0,8254.0,80.4,83.79032258064517,-2.8903225806451616,-676.0322580645161,0,1,1,1,0,0.0795355954323544,7363,80.9
7363,7363,8311,7870,2023-07-20,vijayawada,82.6,78.3,80.1,90.9,78.3,83.5,75.5,86.0,0.038,100,8.33,rain,0,0,32.4,13.9,256.5,1000.0,97.5,5.9,88.0,7.7,4,10,2023-07-20T05:44:21,2023-07-20T18:43:18,0.08,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999",0,3,0,7,0,7363,7241,7521.333333,364.7632049,0,0.0,True,False,False,20,2023,3,0,Light Rain,Cloudy,2023-07-20,7363.0,8039.032258064516,7921.291666666667,8684.982142857143,7363.0,8584.0,80.4,83.79032258064517,-3.690322580645173,-676.0322580645161,0,1,1,1,0,0.0387900046791949,7363,80.1
7154,7154,7600,7536,2023-07-21,Guntur,86.0,78.2,81.1,96.1,78.2,86.5,76.0,84.9,0.112,100,12.5,rain,0,0,31.5,13.9,265.3,1000.8,96.6,5.8,75.1,6.5,3,10,2023-07-21T05:45:47,2023-07-21T18:43:28,0.12,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999",0,4,0,7,0,7154,7224,7329.416667,344.5477502,0,0.0,True,False,False,21,2023,4,0,Light Rain,Cloudy,2023-07-21,7154.0,8039.032258064516,7633.916666666667,8589.011904761905,7154.0,8331.0,81.08,83.79032258064517,-2.690322580645173,-885.0322580645161,0,1,1,1,0,-0.0743994635811767,7154,81.1
7154,7154,7600,7536,2023-07-21,Rajahmundry,84.3,78.9,81.3,94.2,78.9,87.0,75.8,83.4,0.011,100,4.17,rain,0,0,23.5,12.8,251.1,1000.4,93.5,9.2,51.5,4.4,2,10,2023-07-21T05:39:18,2023-07-21T18:39:15,0.12,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"43187099999,43189099999,remote",0,4,0,7,0,7154,7267,7376.583333,332.1345545,0,0.0,True,False,False,21,2023,4,0,Light Rain,Cloudy,2023-07-21,7154.0,8039.032258064516,7682.958333333333,8607.220238095239,7154.0,8584.0,81.08,83.79032258064517,-2.49032258064517,-885.0322580645161,0,1,1,1,0,-0.1986267737269663,7154,81.3
7154,7154,7600,7536,2023-07-21,vijayawada,86.0,78.3,80.9,95.2,78.3,85.8,75.9,85.1,0.211,100,12.5,rain,0,0,30.2,13.9,266.9,1000.7,96.9,5.6,51.0,4.4,2,10,2023-07-21T05:44:40,2023-07-21T18:43:05,0.12,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999",0,4,0,7,0,7154,7323,7433.666667,314.0085386,0,0.0,True,False,False,21,2023,4,0,Light Rain,Cloudy,2023-07-21,7154.0,8039.032258064516,7742.541666666667,8625.42857142857,7154.0,8584.0,81.08,83.79032258064517,-2.8903225806451616,-885.0322580645161,0,1,1,1,0,-0.5154591620803933,7154,80.9
7154,7154,7600,7536,2023-07-21,Vishakapatnam ,93.3,80.5,85.1,107.8,86.3,95.8,77.5,78.8,0.012,100,4.17,rain,0,0,23.5,15.0,240.4,998.5,74.4,3.2,207.9,17.8,8,30,2023-07-21T05:32:07,2023-07-21T18:34:33,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"43149099999,43150099999,remote",0,4,0,7,0,7223,7363,7568.75,282.1487139,-69,-0.009552817,True,False,False,21,2023,4,0,Light Rain,Cloudy,2023-07-21,7154.0,8039.032258064516,7861.708333333333,8665.130952380952,7363.0,8584.0,81.08,83.79032258064517,1.309677419354827,-885.0322580645161,0,1,1,1,0,-0.5032425668739033,7154,85.1
7154,7154,7600,7536,2023-07-21,kurnool,82.5,73.7,77.0,90.4,73.7,78.3,73.5,89.1,0.827,100,25.0,rain,0,0,37.1,14.8,269.5,1004.0,99.9,10.7,49.5,4.4,2,10,2023-07-21T05:56:08,2023-07-21T18:52:16,0.12,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"43212099999,remote,43213099999",0,4,0,7,0,7154,7376,7500.5,296.4087953,0,0.0,True,False,False,21,2023,4,0,Light Rain,Cloudy,2023-07-21,7154.0,8039.032258064516,7802.125,8645.279761904761,7154.0,8584.0,81.08,83.79032258064517,-6.790322580645167,-885.0322580645161,0,1,1,1,0,-0.119436667161329,7154,77.0
7532,7532,7663,7384,2023-07-22,kurnool,85.4,75.1,78.9,92.7,75.1,81.0,73.3,83.4,0.472,100,16.67,rain,0,0,40.7,16.1,265.7,1005.3,98.6,9.8,113.1,9.7,6,10,2023-07-22T05:56:26,2023-07-22T18:52:03,0.15,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"43212099999,remote,43213099999",0,5,1,7,0,7615,7154,7901.916667,260.9807034,-83,-0.01089954,True,False,False,22,2023,5,0,Light Rain,Cloudy,2023-07-22,7532.0,8039.032258064516,7600.625,8573.05357142857,7154.0,8331.0,81.72,83.79032258064517,-4.890322580645162,-507.0322580645161,0,1,1,1,0,-0.3380641147744541,7532,78.9
7532,7532,7663,7384,2023-07-22,vijayawada,89.1,78.7,82.2,102.4,78.7,87.7,76.9,84.6,0.286,100,12.5,rain,0,0,26.8,13.9,266.0,1002.6,95.1,5.1,94.9,8.2,3,10,2023-07-22T05:44:59,2023-07-22T18:42:51,0.15,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999",0,5,1,7,0,7532,7099,7839.75,280.6959228,0,0.0,True,False,False,22,2023,5,0,Light Rain,Cloudy,2023-07-22,7532.0,8039.032258064516,7567.333333333333,8557.095238095239,7532.0,8331.0,81.72,83.79032258064517,-1.5903225806451644,-507.0322580645161,0,1,1,1,0,-0.1017838967785573,7532,82.2
7532,7532,7663,7384,2023-07-22,Vishakapatnam ,87.9,78.9,82.9,103.4,78.9,91.6,78.5,87.2,2.008,100,8.33,rain,0,0,23.5,8.3,249.9,1001.5,95.5,3.4,171.2,14.6,7,30,2023-07-22T05:32:27,2023-07-22T18:34:19,0.15,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"43149099999,43150099999,remote",0,5,1,7,0,7532,7066,7788.083333,299.4609529,0,0.0,True,False,False,22,2023,5,0,Light Rain,Cloudy,2023-07-22,7532.0,8039.032258064516,7534.041666666667,8541.136904761905,7532.0,8331.0,81.72,83.79032258064517,-0.8903225806451616,-507.0322580645161,0,1,1,1,0,0.0521115132311258,7532,82.9
7532,7532,7663,7384,2023-07-22,Guntur,88.6,78.8,82.5,102.4,78.8,89.2,77.1,84.3,0.15,100,12.5,rain,0,0,26.2,13.9,265.6,1002.7,95.4,5.4,98.5,8.7,3,10,2023-07-22T05:46:05,2023-07-22T18:43:15,0.15,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999",0,5,1,7,0,7532,7023,7743.0,315.6751105,0,0.0,True,False,False,22,2023,5,0,Light Rain,Cloudy,2023-07-22,7532.0,8039.032258064516,7500.75,8525.613095238095,7532.0,8331.0,81.72,83.79032258064517,-1.2903225806451672,-507.0322580645161,0,1,1,1,0,0.12387779507399,7532,82.5
7532,7532,7663,7384,2023-07-22,Rajahmundry,87.7,78.9,82.1,100.1,78.9,88.3,76.7,84.2,0.262,100,16.67,rain,0,0,24.6,9.8,247.6,1002.7,98.5,9.4,98.9,8.6,4,30,2023-07-22T05:39:37,2023-07-22T18:39:01,0.15,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"43187099999,43189099999,remote",0,5,1,7,0,7532,6992,7700.333333,325.9243016,0,0.0,True,False,False,22,2023,5,0,Light Rain,Cloudy,2023-07-22,7532.0,8039.032258064516,7476.625,8510.089285714286,7532.0,8111.0,81.72,83.79032258064517,-1.690322580645173,-507.0322580645161,0,1,1,1,0,0.1210364698541301,7532,82.1
7503,7503,7404,7584,2023-07-23,Guntur,87.8,77.0,81.6,102.4,77.0,87.3,77.4,87.5,0.37,100,16.67,rain,0,0,36.0,7.8,231.5,1003.7,95.0,5.1,97.6,8.5,5,10,2023-07-23T05:46:24,2023-07-23T18:43:01,0.18,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999",0,6,1,7,0,7564,7532,7875.083333,256.340887,-61,-0.008064516,True,False,False,23,2023,6,0,Light Rain,Cloudy,2023-07-23,7503.0,8039.032258064516,7451.291666666667,8494.392857142857,7532.0,8111.0,81.44,83.79032258064517,-2.190322580645173,-536.0322580645161,0,1,1,1,0,0.8034280831106141,7503,81.6
7503,7503,7404,7584,2023-07-23,Rajahmundry,89.0,77.8,82.2,104.1,77.8,88.8,77.1,84.9,0.147,100,8.33,rain,0,0,24.2,11.0,245.9,1003.8,96.4,10.3,144.6,12.4,5,30,2023-07-23T05:39:56,2023-07-23T18:38:46,0.18,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"43187099999,43189099999,remote",0,6,1,7,0,7503,7509,7816.583333,275.1519442,0,0.0,True,False,False,23,2023,6,0,Light Rain,Cloudy,2023-07-23,7503.0,8039.032258064516,7425.958333333333,8478.69642857143,7503.0,8111.0,81.44,83.79032258064517,-1.5903225806451644,-536.0322580645161,0,1,1,1,0,-0.0662230321410088,7503,82.2
7503,7503,7404,7584,2023-07-23,vijayawada,87.8,77.0,81.5,102.4,77.0,87.0,77.2,87.4,0.601,100,16.67,rain,0,0,32.9,8.1,232.1,1003.6,94.4,5.2,110.1,9.5,6,30,2023-07-23T05:45:17,2023-07-23T18:42:37,0.18,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999",0,6,1,7,0,7503,7485,7759.833333,294.5593983,0,0.0,True,False,False,23,2023,6,0,Light Rain,Cloudy,2023-07-23,7503.0,8039.032258064516,7400.625,8463.0,7503.0,8111.0,81.44,83.79032258064517,-2.2903225806451672,-536.0322580645161,0,1,1,1,0,0.7240701305176028,7503,81.5
7503,7503,7404,7584,2023-07-23,kurnool,84.3,74.9,79.6,93.7,74.9,82.3,73.6,82.2,0.158,100,8.33,rain,0,0,45.9,19.2,263.8,1005.7,96.2,9.4,129.9,11.3,6,10,2023-07-23T05:56:44,2023-07-23T18:51:49,0.18,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"43212099999,remote,43213099999",0,6,1,7,0,7503,7442,7707.25,309.0077358,0,0.0,True,False,False,23,2023,6,0,Light Rain,Cloudy,2023-07-23,7503.0,8039.032258064516,7375.291666666667,8449.69642857143,7503.0,8111.0,81.44,83.79032258064517,-4.190322580645173,-536.0322580645161,0,1,1,1,0,0.6348602372041756,7503,79.6
7503,7503,7404,7584,2023-07-23,Vishakapatnam ,91.5,77.1,82.3,108.3,77.1,89.2,78.5,89.2,0.866,100,4.17,rain,0,0,19.7,23.0,232.8,1002.5,90.6,3.0,175.0,15.2,7,30,2023-07-23T05:32:47,2023-07-23T18:34:03,0.18,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"43149099999,43150099999,remote",0,6,1,7,0,7503,7428,7659.583333,317.2263856,0,0.0,True,False,False,23,2023,6,0,Light Rain,Cloudy,2023-07-23,7503.0,8039.032258064516,7381.666666666667,8436.392857142857,7503.0,7350.0,81.44,83.79032258064517,-1.49032258064517,-536.0322580645161,0,1,1,1,0,0.4243099674208405,7503,82.3
7341,7341,7332,7598,2023-07-24,vijayawada,82.5,77.3,79.7,91.1,77.3,83.0,77.5,93.0,1.478,100,33.33,rain,0,0,26.4,9.4,247.4,1002.7,100.0,4.4,31.6,2.8,1,10,2023-07-24T05:45:36,2023-07-24T18:42:21,0.22,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999",0,0,0,7,0,7341,7410,7463.833333,285.3141385,0,0.0,True,False,False,24,2023,0,0,Light Rain,Cloudy,2023-07-24,7341.0,8039.032258064516,7379.25,8371.863095238095,7341.0,7363.0,80.03999999999999,83.79032258064517,-4.090322580645164,-698.0322580645161,0,1,1,1,0,0.6317092413743474,7341,79.7
7341,7341,7332,7598,2023-07-24,Guntur,82.5,77.9,79.7,91.1,77.9,82.9,77.2,92.3,1.558,100,33.33,rain,0,0,26.2,9.2,244.9,1002.8,99.9,3.9,33.7,2.8,1,10,2023-07-24T05:46:42,2023-07-24T18:42:45,0.22,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999",0,0,0,7,0,7341,7475,7503.083333,275.4115103,0,0.0,True,False,False,24,2023,0,0,Light Rain,Cloudy,2023-07-24,7341.0,8039.032258064516,7380.166666666667,8382.72619047619,7341.0,7350.0,80.03999999999999,83.79032258064517,-4.090322580645164,-698.0322580645161,0,1,1,1,0,0.6910422795898475,7341,79.7
7341,7341,7332,7598,2023-07-24,kurnool,86.1,75.1,79.4,93.0,75.1,81.6,73.3,82.4,0.158,100,8.33,rain,0,0,36.5,15.0,267.3,1005.2,99.2,9.5,101.6,8.8,5,10,2023-07-24T05:57:02,2023-07-24T18:51:34,0.22,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"43212099999,remote,43213099999",0,0,0,7,0,7341,7448,7598.25,251.4865802,0,0.0,True,False,False,24,2023,0,0,Light Rain,Cloudy,2023-07-24,7341.0,8039.032258064516,7380.916666666667,8407.857142857143,7341.0,7350.0,80.03999999999999,83.79032258064517,-4.390322580645162,-698.0322580645161,0,1,1,1,0,0.733828423497668,7341,79.4
7341,7341,7332,7598,2023-07-24,Vishakapatnam ,90.6,78.9,82.1,110.0,78.9,89.7,79.6,92.9,0.748,100,12.5,rain,0,0,17.2,9.2,266.2,1000.9,92.7,3.0,131.3,11.6,6,30,2023-07-24T05:33:07,2023-07-24T18:33:46,0.22,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"43149099999,43150099999,remote",0,0,0,7,0,7389,7503,7653.916667,247.258794,-48,-0.006496143,True,False,False,24,2023,0,0,Light Rain,Cloudy,2023-07-24,7341.0,8039.032258064516,7381.291666666667,8422.125,7503.0,7350.0,80.03999999999999,83.79032258064517,-1.690322580645173,-698.0322580645161,0,1,1,1,0,0.3759246537869419,7341,82.1
7341,7341,7332,7598,2023-07-24,Rajahmundry,81.2,77.6,79.3,89.4,77.6,81.6,76.7,91.7,1.426,100,20.83,rain,0,0,24.2,11.6,257.6,1002.4,99.6,8.7,65.6,5.8,3,10,2023-07-24T05:40:15,2023-07-24T18:38:30,0.22,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"43187099999,43189099999,remote",0,0,0,7,0,7341,7494,7547.166667,261.7626393,0,0.0,True,False,False,24,2023,0,0,Light Rain,Cloudy,2023-07-24,7341.0,8039.032258064516,7380.541666666667,8393.589285714286,7341.0,7350.0,80.03999999999999,83.79032258064517,-4.49032258064517,-698.0322580645161,0,1,1,1,0,0.3395616943223447,7341,79.3
7216,7216,7603,7465,2023-07-25,Vishakapatnam ,89.7,78.6,82.2,108.6,78.6,89.8,79.6,92.6,2.283,100,16.67,rain,0,0,20.1,11.4,256.5,999.1,93.9,3.1,143.2,12.5,6,30,2023-07-25T05:33:27,2023-07-25T18:33:28,0.25,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"43149099999,43150099999,remote",0,1,0,7,0,7263,7341,7549.75,336.22831,-47,-0.006471155,True,False,False,25,2023,1,0,Light Rain,Cloudy,2023-07-25,7216.0,8039.032258064516,7373.125,8360.255952380952,7341.0,7363.0,79.26,83.79032258064517,-1.5903225806451644,-823.0322580645161,0,1,1,1,0,0.1011544869642975,7216,82.2
7216,7216,7603,7465,2023-07-25,vijayawada,80.8,77.0,78.9,88.1,77.0,80.0,76.6,92.7,2.289,100,29.17,rain,0,0,32.2,13.9,270.6,1001.6,98.1,3.9,36.8,3.1,2,30,2023-07-25T05:45:54,2023-07-25T18:42:05,0.25,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999",0,1,0,7,0,7216,7286,7486.666667,357.5599271,0,0.0,True,False,False,25,2023,1,0,Light Rain,Cloudy,2023-07-25,7216.0,8039.032258064516,7367.0,8348.64880952381,7216.0,7363.0,79.26,83.79032258064517,-4.890322580645162,-823.0322580645161,0,1,1,1,0,-0.1817491845014617,7216,78.9
7216,7216,7603,7465,2023-07-25,kurnool,78.9,74.2,76.5,78.9,74.2,76.5,73.5,90.5,0.788,100,16.67,rain,0,0,33.1,16.6,272.9,1005.6,99.9,8.6,48.6,4.2,2,10,2023-07-25T05:57:19,2023-07-25T18:51:19,0.25,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"43212099999,remote,43213099999",0,1,0,7,0,7216,7246,7427.25,375.1210215,0,0.0,True,False,False,25,2023,1,0,Light Rain,Cloudy,2023-07-25,7216.0,8039.032258064516,7360.875,8337.041666666666,7216.0,7363.0,79.26,83.79032258064517,-7.290322580645167,-823.0322580645161,0,1,1,1,0,0.2517997463562897,7216,76.5
7216,7216,7603,7465,2023-07-25,Guntur,80.7,77.0,78.9,88.1,77.0,80.3,76.4,91.9,1.455,100,29.17,rain,0,0,31.3,13.9,269.7,1001.6,98.2,4.0,43.1,3.8,2,10,2023-07-25T05:47:00,2023-07-25T18:42:29,0.25,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999",0,1,0,7,0,7216,7199,7376.25,383.655357,0,0.0,True,False,False,25,2023,1,0,Light Rain,Cloudy,2023-07-25,7216.0,8039.032258064516,7354.75,8328.761904761905,7216.0,7363.0,79.26,83.79032258064517,-4.890322580645162,-823.0322580645161,0,1,1,1,0,0.3068634249155986,7216,78.9
7216,7216,7603,7465,2023-07-25,Rajahmundry,82.3,78.0,79.8,91.7,78.0,82.0,76.7,90.4,0.693,100,16.67,rain,0,0,23.7,13.0,274.4,1000.8,96.7,7.2,51.7,4.5,2,60,2023-07-25T05:40:34,2023-07-25T18:38:13,0.25,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"43187099999,43189099999,remote",0,1,0,7,0,7216,7195,7336.416667,382.6067886,0,0.0,True,False,False,25,2023,1,0,Light Rain,Cloudy,2023-07-25,7216.0,8039.032258064516,7357.333333333333,8320.482142857143,7216.0,7154.0,79.26,83.79032258064517,-3.99032258064517,-823.0322580645161,0,1,1,1,0,0.3535832322618917,7216,79.8
6787,6787,7491,7376,2023-07-26,Guntur,79.1,76.8,77.8,79.1,76.8,77.8,75.8,93.7,2.556,100,29.17,rain,0,0,30.2,13.9,262.7,1002.1,99.4,3.7,37.5,3.1,1,10,2023-07-26T05:47:18,2023-07-26T18:42:12,0.25,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999",0,2,0,7,0,6780,7216,7080.25,413.9763348,7,0.001032448,True,False,False,26,2023,2,0,Light Rain,Cloudy,2023-07-26,6787.0,8039.032258064516,7342.041666666667,8309.64880952381,7216.0,7154.0,77.94,83.79032258064517,-5.99032258064517,-1252.032258064516,0,1,1,1,0,0.3054250856682112,6787,77.8
6787,6787,7491,7376,2023-07-26,Rajahmundry,79.1,77.1,78.1,79.1,77.1,78.1,76.0,93.5,1.746,100,20.83,rain,0,0,36.5,15.2,258.9,1000.8,100.0,5.0,31.3,2.5,2,10,2023-07-26T05:40:53,2023-07-26T18:37:55,0.25,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"43187099999,43189099999,remote",0,2,0,7,0,6787,7195,7017.166667,434.2343566,0,0.0,True,False,False,26,2023,2,0,Light Rain,Cloudy,2023-07-26,6787.0,8039.032258064516,7326.75,8298.815476190477,6787.0,7154.0,77.94,83.79032258064517,-5.690322580645173,-1252.032258064516,0,1,1,1,0,0.3563257468683073,6787,78.1
6787,6787,7491,7376,2023-07-26,vijayawada,78.9,76.8,77.8,78.9,76.8,77.8,76.1,94.7,3.257,100,29.17,rain,0,0,32.4,13.9,263.3,1002.0,99.5,4.2,32.8,2.8,2,10,2023-07-26T05:46:12,2023-07-26T18:41:47,0.25,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999",0,2,0,7,0,6787,7251,6962.25,449.3244849,0,0.0,True,False,False,26,2023,2,0,Light Rain,Cloudy,2023-07-26,6787.0,8039.032258064516,7311.458333333333,8287.982142857143,6787.0,7154.0,77.94,83.79032258064517,-5.99032258064517,-1252.032258064516,0,1,1,1,0,0.3152707951921139,6787,77.8
